phase8m_rank,candidate_id,base_filter,exit_model,risk_model,max_trades_per_day,min_minutes_between_entries,stop_after_loss,stop_after_win,daily_loss_lockout_r,daily_profit_lockout_r,diagnostic_only,source_trades,trades,removed_trades,active_days,active_days_pct,trades_per_active_day,net_pnl,stress_pnl,discovery_pnl,validation_pnl,holdout_pnl,walk_forward_test_pnl,walk_forward_stress_pnl,walk_forward_test_trades,positive_wf_test_folds,positive_wf_test_folds_pct,worst_wf_test_fold,walk_forward_folds,max_drawdown,walk_forward_max_drawdown,best_day_pnl,best_day_concentration,best_trade_pnl,best_trade_concentration,walk_forward_day_concentration,walk_forward_trade_concentration,phase8m_score,phase8m_label,reject_reasons
1,exclude_wednesday__horizon_close_15m__mt3_gap60_sal0_saw0_dl2.0_dp2.0,exclude_wednesday,horizon_close_15m,mt3_gap60_sal0_saw0_dl2.0_dp2.0,3,60,False,False,2.0,2.0,True,2165,274,1891,139,0.794286,1.971223,3805.24,3531.24,1092.42,404.52,2308.3,2502.42,2385.42,117,3,1.0,55.9,3,-985.36,-674.94,467.52,0.122862,472.26,0.124108,4.025403,5.764937,34.3391,phase8m_rejected_concentration,diagnostic-only weekday-style filter; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
2,exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30_plus_no_wednesday,horizon_close_15m,mt3_gap15_sal0_saw0_dlnone_dpnone,3,15,False,False,none,none,True,2165,347,1818,139,0.794286,2.496403,4166.22,3819.22,996.1,419.66,2750.46,2940.98,2792.98,148,3,1.0,3.5,3,-1789.14,-776.68,735.28,0.176486,532.26,0.127756,75.72,92.074286,32.261,phase8m_rejected_concentration,diagnostic-only weekday-style filter; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
3,exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt3_gap60_sal0_saw0_dl2.0_dp2.0,exclude_10_00_10_30_plus_no_wednesday,horizon_close_15m,mt3_gap60_sal0_saw0_dl2.0_dp2.0,3,60,False,False,2.0,2.0,True,2165,271,1894,139,0.794286,1.94964,3461.46,3190.46,748.64,404.52,2308.3,2559.66,2443.66,116,3,1.0,113.14,3,-1040.8,-674.94,467.52,0.135064,472.26,0.136434,1.988863,2.84833,31.9815,phase8m_rejected_concentration,diagnostic-only weekday-style filter; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
4,exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30_plus_no_wednesday,vwap_failure_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,30,False,False,1.5,none,True,2165,276,1889,139,0.794286,1.985612,2423.29,2147.29,1533.61,92.26,797.42,1156.48,1041.48,115,3,1.0,59.63,3,-366.13,-255.99,357.47,0.147514,357.47,0.147514,4.12326,3.712058,20.2686,phase8m_rejected_concentration,diagnostic-only weekday-style filter; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
5,exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30_plus_no_wednesday,vwap_failure_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,3,15,False,False,none,none,True,2165,347,1818,139,0.794286,2.496403,1266.61,919.61,217.93,228.43,820.25,1227.42,1079.42,148,3,1.0,80.73,3,-684.52,-383.57,357.47,0.282226,357.47,0.282226,3.045584,2.741856,-16.79,phase8m_rejected_concentration,diagnostic-only weekday-style filter; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
6,exclude_10_00_10_30__vwap_failure_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,3,15,False,False,none,none,False,2165,440,1725,175,1.0,2.514286,1048.11,608.11,47.25,86.82,914.04,1103.59,913.59,190,3,1.0,6.88,3,-693.82,-396.21,357.47,0.341062,357.47,0.341062,35.736919,32.172965,-21.9325,phase8m_rejected_concentration,one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
7,base_pre_14_00__fixed_r_1_5_time30__mt2_gap30_sal0_saw1_dlnone_dp1.5,base_pre_14_00,fixed_r_1_5_time30,mt2_gap30_sal0_saw1_dlnone_dp1.5,2,30,False,True,none,1.5,False,2165,285,1880,175,1.0,1.628571,770.85,485.85,-1206.99,651.29,1326.55,1986.16,1870.16,116,3,1.0,188.88,3,-1930.96,-282.24,295.01,0.382707,295.01,0.382707,0.771707,0.771707,-32.9121,phase8m_rejected_concentration,negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
8,exclude_wednesday__fixed_r_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,exclude_wednesday,fixed_r_1_5_time30,mt2_gap30_sal0_saw0_dl1.5_dpnone,2,30,False,False,1.5,none,True,2165,257,1908,139,0.794286,1.848921,493.82,236.82,-548.48,303.75,738.55,1269.63,1156.63,113,3,1.0,312.12,3,-1304.57,-351.16,280.01,0.567028,280.01,0.567028,0.569798,0.580097,-92.4515,phase8m_rejected_concentration,diagnostic-only weekday-style filter; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
9,exclude_10_00_10_30__horizon_close_15m__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,horizon_close_15m,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,30,False,False,1.5,none,False,2165,377,1788,175,1.0,2.154286,3922.02,3545.02,1693.78,586.72,1641.52,1973.62,1811.62,162,2,0.666667,-598.7,3,-1192.38,-900.54,545.28,0.13903,472.26,0.120412,1.0,1.0,33.2048,phase8m_rejected_fold_instability,not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
10,exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30_plus_no_wednesday,horizon_close_15m,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,30,False,False,1.5,none,True,2165,304,1861,139,0.794286,2.18705,4659.54,4355.54,1832.1,364.82,2462.62,2613.54,2484.54,129,2,0.666667,-332.56,3,-990.7,-622.2,545.28,0.117024,472.26,0.101353,1.0,1.0,32.3513,phase8m_rejected_fold_instability,diagnostic-only weekday-style filter; not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
11,exclude_10_00_10_30__horizon_close_15m__mt2_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap30_sal0_saw0_dl1.5_dpnone,2,30,False,False,1.5,none,False,2165,312,1853,175,1.0,1.782857,3688.12,3376.12,1541.88,450.12,1696.12,1952.84,1818.84,134,2,0.666667,-462.04,3,-1201.72,-776.1,413.02,0.111987,472.26,0.128049,1.0,1.0,31.4638,phase8m_rejected_fold_instability,not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
12,exclude_wednesday__horizon_close_15m__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_wednesday,horizon_close_15m,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,30,False,False,1.5,none,True,2165,331,1834,139,0.794286,2.381295,4178.06,3847.06,1946.5,-709.64,2941.2,2063.16,1922.16,141,2,0.666667,-264.56,3,-1336.96,-779.76,545.28,0.13051,472.26,0.113033,8.821472,7.082027,28.4103,phase8m_rejected_fold_instability,diagnostic-only weekday-style filter; negative validation split; not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
13,base_pre_14_00__horizon_close_15m__mt2_gap60_sal0_saw0_dl2.0_dpnone,base_pre_14_00,horizon_close_15m,mt2_gap60_sal0_saw0_dl2.0_dpnone,2,60,False,False,2.0,none,False,2165,301,1864,175,1.0,1.72,3113.76,2812.76,1537.3,294.86,1281.6,1224.06,1093.06,131,2,0.666667,-337.8,3,-1215.7,-740.1,467.52,0.150146,472.26,0.151669,1.511108,1.082537,23.3607,phase8m_rejected_fold_instability,not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
14,exclude_10_00_10_30__horizon_close_15m__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,horizon_close_15m,mt3_gap15_sal0_saw0_dlnone_dpnone,3,15,False,False,none,none,False,2165,440,1725,175,1.0,2.514286,3649.9,3209.9,1091.14,492.36,2066.4,2249.4,2059.4,190,2,0.666667,-399.36,3,-1801.12,-1140.62,735.28,0.201452,532.26,0.145829,1.0,1.0,23.2175,phase8m_rejected_fold_instability,not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
15,base_pre_14_00__horizon_close_15m__mt3_gap30_sal0_saw0_dl1.5_dpnone,base_pre_14_00,horizon_close_15m,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,30,False,False,1.5,none,False,2165,411,1754,175,1.0,2.348571,3217.86,2806.86,1725.22,-516.22,2008.86,1086.02,909.02,177,2,0.666667,-633.2,3,-1703.62,-993.0,545.28,0.169454,472.26,0.146762,39.458633,31.678058,22.3897,phase8m_rejected_fold_instability,negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
16,exclude_wednesday__horizon_close_15m__mt2_gap30_sal0_saw0_dl1.5_dpnone,exclude_wednesday,horizon_close_15m,mt2_gap30_sal0_saw0_dl1.5_dpnone,2,30,False,False,1.5,none,True,2165,260,1905,139,0.794286,1.870504,4367.1,4107.1,2434.54,-842.24,2774.8,1849.64,1735.64,114,1,0.333333,-297.38,3,-1250.1,-824.38,509.52,0.116672,472.26,0.10814,1.0,1.0,20.2307,phase8m_rejected_fold_instability,diagnostic-only weekday-style filter; negative validation split; not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
17,base_pre_14_00__horizon_close_15m__mt2_gap30_sal0_saw0_dl1.5_dpnone,base_pre_14_00,horizon_close_15m,mt2_gap30_sal0_saw0_dl1.5_dpnone,2,30,False,False,1.5,none,False,2165,328,1837,175,1.0,1.874286,3500.78,3172.78,2250.44,-848.6,2098.94,991.44,847.44,144,1,0.333333,-674.04,3,-1686.44,-988.86,509.52,0.145545,472.26,0.134901,1.0,1.0,18.9151,phase8m_rejected_fold_instability,negative validation split; not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
18,exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap30_sal0_saw0_dl1.5_dpnone,2,30,False,False,1.5,none,False,2165,309,1856,175,1.0,1.765714,2178.02,1869.02,1187.26,-47.48,1038.24,1188.03,1056.03,132,2,0.666667,-69.58,3,-404.25,-404.25,357.47,0.164126,357.47,0.164126,1.0,1.0,18.581,phase8m_rejected_fold_instability,negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
19,base_pre_14_00__horizon_close_15m__mt3_gap60_sal0_saw0_dl2.0_dp2.0,base_pre_14_00,horizon_close_15m,mt3_gap60_sal0_saw0_dl2.0_dp2.0,3,60,False,False,2.0,2.0,False,2165,344,1821,175,1.0,1.965714,2810.44,2466.44,1118.84,444.9,1246.7,1405.22,1258.22,147,2,0.666667,-315.76,3,-1452.86,-718.82,467.52,0.166351,472.26,0.168038,1.0,1.0,18.4345,phase8m_rejected_fold_instability,not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
20,exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap30_sal0_saw1_dlnone_dp1.5,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap30_sal0_saw1_dlnone_dp1.5,2,30,False,True,none,1.5,False,2165,283,1882,175,1.0,1.617143,2063.59,1780.59,1051.36,-59.12,1071.35,1198.24,1080.24,118,2,0.666667,-134.72,3,-445.35,-401.01,357.47,0.173227,357.47,0.173227,1.0,1.0,15.888,phase8m_rejected_fold_instability,negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
21,exclude_10_00_10_30__horizon_close_15m__mt2_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap60_sal0_saw0_dl2.0_dpnone,2,60,False,False,2.0,none,False,2165,300,1865,175,1.0,1.714286,2644.5,2344.5,1068.04,294.86,1281.6,1282.06,1151.06,131,2,0.666667,-279.8,3,-1157.7,-740.1,467.52,0.17679,472.26,0.178582,1.511108,1.082537,15.6048,phase8m_rejected_fold_instability,not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
22,exclude_10_00_10_30__vwap_failure_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,30,False,False,1.5,none,False,2165,349,1816,175,1.0,1.994286,2050.19,1701.19,1342.24,4.55,703.4,901.98,753.98,148,2,0.666667,-44.3,3,-451.21,-451.21,357.47,0.174359,357.47,0.174359,1.0,1.0,13.7255,phase8m_rejected_fold_instability,not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
23,exclude_10_00_10_30__horizon_close_15m__mt3_gap60_sal0_saw0_dl2.0_dp2.0,exclude_10_00_10_30,horizon_close_15m,mt3_gap60_sal0_saw0_dl2.0_dp2.0,3,60,False,False,2.0,2.0,False,2165,340,1825,175,1.0,1.942857,2448.9,2108.9,757.3,444.9,1246.7,1462.46,1316.46,146,2,0.666667,-258.52,3,-1395.62,-718.82,467.52,0.19091,472.26,0.192846,1.0,1.0,11.5072,phase8m_rejected_fold_instability,not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
24,exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30_plus_no_wednesday,horizon_close_15m,mt2_gap15_sal0_saw0_dlnone_dpnone,2,15,False,False,none,none,True,2165,256,1909,139,0.794286,1.841727,2960.56,2704.56,1229.28,-35.24,1766.52,1581.36,1470.36,111,1,0.333333,-191.62,3,-1335.64,-747.94,485.02,0.163827,532.26,0.179784,1.0,1.0,2.035,phase8m_rejected_fold_instability,diagnostic-only weekday-style filter; negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
25,base_pre_14_00__horizon_close_15m__mt2_gap30_sal1_saw0_dl1.0_dpnone,base_pre_14_00,horizon_close_15m,mt2_gap30_sal1_saw0_dl1.0_dpnone,2,30,True,False,1.0,none,False,2165,260,1905,175,1.0,1.485714,2344.6,2084.6,1941.54,-274.24,677.3,222.38,109.38,113,1,0.333333,-169.86,3,-831.56,-741.66,509.52,0.217316,403.76,0.172208,1.0,1.0,-2.9057,phase8m_rejected_fold_instability,negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
26,exclude_wednesday__horizon_close_15m__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_wednesday,horizon_close_15m,mt3_gap15_sal0_saw0_dlnone_dpnone,3,15,False,False,none,none,True,2165,371,1794,139,0.794286,2.669065,2856.46,2485.46,1601.2,-530.28,1785.54,1043.12,881.12,162,2,0.666667,-1129.2,3,-1725.56,-1254.98,735.28,0.25741,532.26,0.186336,24.362047,20.116105,-6.4058,phase8m_rejected_fold_instability,diagnostic-only weekday-style filter; negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
27,exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap60_sal0_saw0_dl2.0_dpnone,2,60,False,False,2.0,none,False,2165,300,1865,175,1.0,1.714286,1375.04,1075.04,544.57,273.23,557.24,1010.0,879.0,131,2,0.666667,-74.42,3,-477.54,-378.41,357.47,0.259971,357.47,0.259971,1.0,1.0,-10.0679,phase8m_rejected_fold_instability,not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
28,exclude_10_00_10_30__horizon_close_15m__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,horizon_close_15m,mt2_gap15_sal0_saw0_dlnone_dpnone,2,15,False,False,none,none,False,2165,325,1840,175,1.0,1.857143,2216.5,1891.5,1543.18,-200.34,873.66,505.42,363.42,142,1,0.333333,-545.02,3,-1922.02,-1032.14,485.02,0.218822,532.26,0.240135,1.0,1.0,-12.0827,phase8m_rejected_fold_instability,negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
29,base_pre_14_00__vwap_failure_1_5_time30__mt2_gap30_sal0_saw1_dlnone_dp1.5,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap30_sal0_saw1_dlnone_dp1.5,2,30,False,True,none,1.5,False,2165,295,1870,175,1.0,1.685714,1260.16,965.16,265.11,-48.86,1043.91,1149.98,1024.98,125,2,0.666667,-220.37,3,-885.9,-406.37,357.47,0.28367,357.47,0.28367,1.0,1.0,-15.5075,phase8m_rejected_fold_instability,negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
30,base_pre_14_00__vwap_failure_1_5_time30__mt2_gap60_sal0_saw0_dl2.0_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap60_sal0_saw0_dl2.0_dpnone,2,60,False,False,2.0,none,False,2165,301,1864,175,1.0,1.72,1103.87,802.87,273.4,273.23,557.24,1010.0,879.0,131,2,0.666667,-74.42,3,-844.22,-378.41,357.47,0.323833,357.47,0.323833,1.0,1.0,-27.8192,phase8m_rejected_fold_instability,not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
31,base_pre_14_00__vwap_failure_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,30,False,False,1.5,none,False,2165,377,1788,175,1.0,2.154286,1088.21,711.21,176.37,99.02,812.82,1040.55,875.55,165,2,0.666667,-123.27,3,-982.12,-451.51,357.47,0.328494,357.47,0.328494,1.0,1.0,-28.2205,phase8m_rejected_fold_instability,not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
32,exclude_10_00_10_30_plus_no_wednesday__vwap_failure_1_5_time30__mt3_gap60_sal0_saw0_dl2.0_dp2.0,exclude_10_00_10_30_plus_no_wednesday,vwap_failure_1_5_time30,mt3_gap60_sal0_saw0_dl2.0_dp2.0,3,60,False,False,2.0,2.0,True,2165,269,1896,139,0.794286,1.935252,1201.35,932.35,301.54,232.2,667.61,1148.87,1033.87,115,2,0.666667,-39.82,3,-615.05,-441.96,357.47,0.297557,357.47,0.297557,1.0,1.0,-29.6775,phase8m_rejected_fold_instability,diagnostic-only weekday-style filter; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
33,base_pre_14_00__vwap_failure_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap30_sal0_saw0_dl1.5_dpnone,2,30,False,False,1.5,none,False,2165,325,1840,175,1.0,1.857143,1055.46,730.46,124.4,-135.89,1066.95,1066.25,924.25,142,2,0.666667,-186.23,3,-1086.68,-406.37,357.47,0.338686,357.47,0.338686,1.0,1.0,-30.5105,phase8m_rejected_fold_instability,negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
34,exclude_wednesday__vwap_failure_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_wednesday,vwap_failure_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,30,False,False,1.5,none,True,2165,300,1865,139,0.794286,2.158273,876.01,576.01,262.34,-11.39,625.06,825.29,696.29,129,2,0.666667,-76.06,3,-833.92,-323.15,357.47,0.408066,357.47,0.408066,1.0,1.0,-59.9447,phase8m_rejected_fold_instability,diagnostic-only weekday-style filter; negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
35,exclude_wednesday__vwap_failure_1_5_time30__mt3_gap60_sal0_saw0_dl2.0_dp2.0,exclude_wednesday,vwap_failure_1_5_time30,mt3_gap60_sal0_saw0_dl2.0_dp2.0,3,60,False,False,2.0,2.0,True,2165,270,1895,139,0.794286,1.942446,856.94,586.94,-42.87,232.2,667.61,1145.63,1029.63,116,2,0.666667,-43.06,3,-806.5,-441.96,357.47,0.417147,357.47,0.417147,1.0,1.0,-61.1274,phase8m_rejected_fold_instability,diagnostic-only weekday-style filter; negative discovery split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
36,base_pre_14_00__horizon_close_15m__mt3_gap15_sal0_saw0_dlnone_dpnone,base_pre_14_00,horizon_close_15m,mt3_gap15_sal0_saw0_dlnone_dpnone,3,15,False,False,none,none,False,2165,471,1694,175,1.0,2.691429,1536.96,1065.96,1137.54,-484.82,884.24,-48.94,-254.94,206,1,0.333333,-1568.54,3,-2668.02,-1778.08,735.28,0.478399,532.26,0.346307,1.0,1.0,-65.3464,phase8m_rejected_fold_instability,negative validation split; not every walk-forward test fold is positive; worst fold below limit; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
37,exclude_wednesday__horizon_close_15m__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_wednesday,horizon_close_15m,mt2_gap15_sal0_saw0_dlnone_dpnone,2,15,False,False,none,none,True,2165,266,1899,139,0.794286,1.913669,1121.16,855.16,304.32,-99.22,916.06,714.92,597.92,117,1,0.333333,-351.62,3,-1352.98,-909.96,520.52,0.464269,532.26,0.47474,1.0,1.0,-83.4403,phase8m_rejected_fold_instability,diagnostic-only weekday-style filter; negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
38,exclude_10_00_10_30__vwap_failure_1_5_time30__mt3_gap60_sal0_saw0_dl2.0_dp2.0,exclude_10_00_10_30,vwap_failure_1_5_time30,mt3_gap60_sal0_saw0_dl2.0_dp2.0,3,60,False,False,2.0,2.0,False,2165,337,1828,175,1.0,1.925714,674.62,337.62,105.12,238.51,330.99,745.79,599.79,146,1,0.333333,-171.24,3,-773.07,-530.6,357.47,0.529883,357.47,0.529883,1.0,1.0,-89.8386,phase8m_rejected_fold_instability,not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
39,exclude_wednesday__vwap_failure_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,exclude_wednesday,vwap_failure_1_5_time30,mt2_gap30_sal0_saw0_dl1.5_dpnone,2,30,False,False,1.5,none,True,2165,257,1908,139,0.794286,1.848921,589.41,332.41,200.65,-222.05,610.81,606.86,494.86,112,2,0.666667,-114.77,3,-829.42,-336.11,357.47,0.606488,357.47,0.606488,1.0,1.0,-111.3517,phase8m_rejected_fold_instability,diagnostic-only weekday-style filter; negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
40,exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap30_sal0_saw1_dlnone_dp1.5,exclude_10_00_10_30_plus_no_wednesday,horizon_close_15m,mt2_gap30_sal0_saw1_dlnone_dp1.5,2,30,False,True,none,1.5,True,2165,187,1978,139,0.794286,1.345324,4987.12,4800.12,1806.38,715.64,2465.1,3262.54,3183.54,79,3,1.0,421.78,3,-773.22,-510.96,413.02,0.082817,472.26,0.094696,0.764048,0.764048,44.3318,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
41,exclude_10_00_10_30__horizon_close_15m__mt2_gap30_sal0_saw1_dlnone_dp1.5,exclude_10_00_10_30,horizon_close_15m,mt2_gap30_sal0_saw1_dlnone_dp1.5,2,30,False,True,none,1.5,False,2165,239,1926,175,1.0,1.365714,4694.64,4455.64,1756.44,542.74,2395.46,2944.02,2842.02,102,2,0.666667,-21.64,3,-979.44,-510.96,413.02,0.087977,472.26,0.100596,1.0,1.0,43.1979,phase8m_rejected_low_activity,low trade count; not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
42,base_pre_14_00__horizon_close_15m__mt2_gap30_sal0_saw1_dlnone_dp1.5,base_pre_14_00,horizon_close_15m,mt2_gap30_sal0_saw1_dlnone_dp1.5,2,30,False,True,none,1.5,False,2165,243,1922,175,1.0,1.388571,4703.18,4460.18,2096.7,-294.26,2900.74,2447.06,2341.06,106,2,0.666667,-528.88,3,-1155.52,-771.6,413.02,0.087817,472.26,0.100413,1.973449,2.541558,42.6423,phase8m_rejected_low_activity,low trade count; negative validation split; not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
43,exclude_10_00_10_30__horizon_close_15m__mt1_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap15_sal0_saw0_dlnone_dpnone,1,15,False,False,none,none,False,2165,175,1990,175,1.0,1.0,3251.5,3076.5,1492.3,280.1,1479.1,1747.0,1672.0,75,3,1.0,60.5,3,-794.32,-426.68,403.76,0.124177,403.76,0.124177,5.326612,5.326612,37.7625,phase8m_rejected_low_activity,low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
44,exclude_10_00_10_30__horizon_close_15m__mt1_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap30_sal0_saw0_dl1.5_dpnone,1,30,False,False,1.5,none,False,2165,175,1990,175,1.0,1.0,3251.5,3076.5,1492.3,280.1,1479.1,1747.0,1672.0,75,3,1.0,60.5,3,-794.32,-426.68,403.76,0.124177,403.76,0.124177,5.326612,5.326612,37.7625,phase8m_rejected_low_activity,low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
