audit,portfolio_set,portfolio_mode,fold,is_weak_fold,module_group,phase,net_pnl_contribution
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,2,True,phase15a trend/power continuation,phase15a,-634.14
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,3,True,phase10b overnight/prior-level branch,phase10b,14461.92
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,3,True,phase11a opening range fade,phase11a,-846.18
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,3,True,phase12a opening-drive pullback,phase12a,26.53
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,3,True,phase13a prior RTH high/low breakout,phase13a,-1438.72
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,3,True,phase15a trend/power continuation,phase15a,479.5
B,diversifier_only_phase13a,raw_sum_diagnostic,3,True,phase10b overnight/prior-level branch,phase10b,14461.92
B,diversifier_only_phase13a,raw_sum_diagnostic,3,True,phase11a opening range fade,phase11a,-846.18
B,diversifier_only_phase13a,raw_sum_diagnostic,3,True,phase12a opening-drive pullback,phase12a,26.53
B,diversifier_only_phase13a,raw_sum_diagnostic,3,True,phase13a prior RTH high/low breakout,phase13a,-1438.72
B,diversifier_only_phase13a,raw_sum_diagnostic,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
B,diversifier_only_phase13a,raw_sum_diagnostic,3,True,phase15a trend/power continuation,phase15a,479.5
B,rare_plus_diversifier_modules,raw_sum_diagnostic,3,True,phase10b overnight/prior-level branch,phase10b,14461.92
B,rare_plus_diversifier_modules,raw_sum_diagnostic,3,True,phase11a opening range fade,phase11a,-846.18
B,rare_plus_diversifier_modules,raw_sum_diagnostic,3,True,phase12a opening-drive pullback,phase12a,26.53
B,rare_plus_diversifier_modules,raw_sum_diagnostic,3,True,phase13a prior RTH high/low breakout,phase13a,-1438.72
B,rare_plus_diversifier_modules,raw_sum_diagnostic,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
B,rare_plus_diversifier_modules,raw_sum_diagnostic,3,True,phase15a trend/power continuation,phase15a,479.5
B,diversifier_only_phase13a,raw_sum_diagnostic,6,True,phase10b overnight/prior-level branch,phase10b,17390.06
B,diversifier_only_phase13a,raw_sum_diagnostic,6,True,phase11a opening range fade,phase11a,2859.64
B,diversifier_only_phase13a,raw_sum_diagnostic,6,True,phase12a opening-drive pullback,phase12a,596.17
B,diversifier_only_phase13a,raw_sum_diagnostic,6,True,phase13a prior RTH high/low breakout,phase13a,26.12
B,diversifier_only_phase13a,raw_sum_diagnostic,6,True,phase14a prior RTH midpoint/close reaction,phase14a,1122.02
B,diversifier_only_phase13a,raw_sum_diagnostic,6,True,phase15a trend/power continuation,phase15a,1072.72
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,1,True,phase10b overnight/prior-level branch,phase10b,-3465.39
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,1,True,phase11a opening range fade,phase11a,-1753.12
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,1,True,phase12a opening-drive pullback,phase12a,314.53
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,1,True,phase14a prior RTH midpoint/close reaction,phase14a,100.0
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,1,True,phase15a trend/power continuation,phase15a,-348.28
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,1,True,phase10b overnight/prior-level branch,phase10b,-3465.39
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,1,True,phase11a opening range fade,phase11a,-1774.34
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,1,True,phase12a opening-drive pullback,phase12a,438.33
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,1,True,phase14a prior RTH midpoint/close reaction,phase14a,100.0
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,1,True,phase15a trend/power continuation,phase15a,-348.28
C,diversifier_only_13a_14a,max_one_trade_per_session,1,True,phase10b overnight/prior-level branch,phase10b,-3465.39
C,diversifier_only_13a_14a,max_one_trade_per_session,1,True,phase11a opening range fade,phase11a,-1753.12
C,diversifier_only_13a_14a,max_one_trade_per_session,1,True,phase12a opening-drive pullback,phase12a,438.33
C,diversifier_only_13a_14a,max_one_trade_per_session,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
C,diversifier_only_13a_14a,max_one_trade_per_session,1,True,phase14a prior RTH midpoint/close reaction,phase14a,100.0
C,diversifier_only_13a_14a,max_one_trade_per_session,1,True,phase15a trend/power continuation,phase15a,-348.28
C,prior_level_diversifiers_only,max_one_trade_per_session,1,True,phase10b overnight/prior-level branch,phase10b,-3465.39
C,prior_level_diversifiers_only,max_one_trade_per_session,1,True,phase11a opening range fade,phase11a,-1753.12
C,prior_level_diversifiers_only,max_one_trade_per_session,1,True,phase12a opening-drive pullback,phase12a,438.33
C,prior_level_diversifiers_only,max_one_trade_per_session,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
C,prior_level_diversifiers_only,max_one_trade_per_session,1,True,phase14a prior RTH midpoint/close reaction,phase14a,100.0
C,prior_level_diversifiers_only,max_one_trade_per_session,1,True,phase15a trend/power continuation,phase15a,-348.28
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,1,True,phase11a opening range fade,phase11a,-1861.06
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,1,True,phase12a opening-drive pullback,phase12a,314.53
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,1,True,phase14a prior RTH midpoint/close reaction,phase14a,50.52
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,1,True,phase15a trend/power continuation,phase15a,-348.28
C,greedy_low_correlation_with_14a,max_one_trade_per_session,1,True,phase10b overnight/prior-level branch,phase10b,-3465.39
C,greedy_low_correlation_with_14a,max_one_trade_per_session,1,True,phase11a opening range fade,phase11a,-1774.34
C,greedy_low_correlation_with_14a,max_one_trade_per_session,1,True,phase12a opening-drive pullback,phase12a,438.33
C,greedy_low_correlation_with_14a,max_one_trade_per_session,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
C,greedy_low_correlation_with_14a,max_one_trade_per_session,1,True,phase14a prior RTH midpoint/close reaction,phase14a,100.0
C,greedy_low_correlation_with_14a,max_one_trade_per_session,1,True,phase15a trend/power continuation,phase15a,-348.28
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,3,True,phase10b overnight/prior-level branch,phase10b,14461.92
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,3,True,phase11a opening range fade,phase11a,-790.96
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,3,True,phase12a opening-drive pullback,phase12a,-6.99
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,3,True,phase13a prior RTH high/low breakout,phase13a,-1404.24
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-393.75
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,3,True,phase15a trend/power continuation,phase15a,524.98
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,3,True,phase10b overnight/prior-level branch,phase10b,14461.92
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,3,True,phase11a opening range fade,phase11a,-790.96
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,3,True,phase12a opening-drive pullback,phase12a,-6.99
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,3,True,phase13a prior RTH high/low breakout,phase13a,-1404.24
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-393.75
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,3,True,phase15a trend/power continuation,phase15a,524.98
C,diversifier_only_13a_14a,max_one_trade_per_session,3,True,phase10b overnight/prior-level branch,phase10b,12778.68
C,diversifier_only_13a_14a,max_one_trade_per_session,3,True,phase11a opening range fade,phase11a,-1157.38
C,diversifier_only_13a_14a,max_one_trade_per_session,3,True,phase12a opening-drive pullback,phase12a,-44.23
C,diversifier_only_13a_14a,max_one_trade_per_session,3,True,phase13a prior RTH high/low breakout,phase13a,-1039.92
C,diversifier_only_13a_14a,max_one_trade_per_session,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-503.34
C,diversifier_only_13a_14a,max_one_trade_per_session,3,True,phase15a trend/power continuation,phase15a,534.98
C,prior_level_diversifiers_only,max_one_trade_per_session,3,True,phase10b overnight/prior-level branch,phase10b,12778.68
C,prior_level_diversifiers_only,max_one_trade_per_session,3,True,phase11a opening range fade,phase11a,-1157.38
C,prior_level_diversifiers_only,max_one_trade_per_session,3,True,phase12a opening-drive pullback,phase12a,-44.23
C,prior_level_diversifiers_only,max_one_trade_per_session,3,True,phase13a prior RTH high/low breakout,phase13a,-1039.92
C,prior_level_diversifiers_only,max_one_trade_per_session,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-503.34
C,prior_level_diversifiers_only,max_one_trade_per_session,3,True,phase15a trend/power continuation,phase15a,534.98
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,3,True,phase10b overnight/prior-level branch,phase10b,13016.76
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,3,True,phase11a opening range fade,phase11a,-792.94
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,3,True,phase12a opening-drive pullback,phase12a,26.53
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,3,True,phase13a prior RTH high/low breakout,phase13a,-1438.72
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,3,True,phase15a trend/power continuation,phase15a,598.24
C,greedy_low_correlation_with_14a,max_one_trade_per_session,3,True,phase10b overnight/prior-level branch,phase10b,14461.92
C,greedy_low_correlation_with_14a,max_one_trade_per_session,3,True,phase11a opening range fade,phase11a,-846.18
C,greedy_low_correlation_with_14a,max_one_trade_per_session,3,True,phase12a opening-drive pullback,phase12a,26.53
C,greedy_low_correlation_with_14a,max_one_trade_per_session,3,True,phase13a prior RTH high/low breakout,phase13a,-1438.72
C,greedy_low_correlation_with_14a,max_one_trade_per_session,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
C,greedy_low_correlation_with_14a,max_one_trade_per_session,3,True,phase15a trend/power continuation,phase15a,479.5
C,audit_b_best_reconstructed,max_one_trade_per_session,4,True,phase10b overnight/prior-level branch,phase10b,6211.08
C,audit_b_best_reconstructed,max_one_trade_per_session,4,True,phase11a opening range fade,phase11a,-444.9
C,audit_b_best_reconstructed,max_one_trade_per_session,4,True,phase12a opening-drive pullback,phase12a,567.48
C,audit_b_best_reconstructed,max_one_trade_per_session,4,True,phase13a prior RTH high/low breakout,phase13a,73.02
C,audit_b_best_reconstructed,max_one_trade_per_session,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-154.99
C,audit_b_best_reconstructed,max_one_trade_per_session,4,True,phase15a trend/power continuation,phase15a,417.74
C,audit_b_best_plus_phase14a,max_one_trade_per_session,4,True,phase10b overnight/prior-level branch,phase10b,6060.32
C,audit_b_best_plus_phase14a,max_one_trade_per_session,4,True,phase11a opening range fade,phase11a,-476.84
C,audit_b_best_plus_phase14a,max_one_trade_per_session,4,True,phase12a opening-drive pullback,phase12a,567.48
C,audit_b_best_plus_phase14a,max_one_trade_per_session,4,True,phase13a prior RTH high/low breakout,phase13a,-239.78
C,audit_b_best_plus_phase14a,max_one_trade_per_session,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-154.99
C,audit_b_best_plus_phase14a,max_one_trade_per_session,4,True,phase15a trend/power continuation,phase15a,501.0
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,4,True,phase11a opening range fade,phase11a,-164.34
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,4,True,phase12a opening-drive pullback,phase12a,567.48
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,4,True,phase13a prior RTH high/low breakout,phase13a,73.02
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-154.99
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,4,True,phase15a trend/power continuation,phase15a,417.74
C,diversifier_only_13a_14a,max_one_trade_per_session,4,True,phase10b overnight/prior-level branch,phase10b,6908.2
C,diversifier_only_13a_14a,max_one_trade_per_session,4,True,phase11a opening range fade,phase11a,-385.06
C,diversifier_only_13a_14a,max_one_trade_per_session,4,True,phase12a opening-drive pullback,phase12a,567.48
C,diversifier_only_13a_14a,max_one_trade_per_session,4,True,phase13a prior RTH high/low breakout,phase13a,-239.78
C,diversifier_only_13a_14a,max_one_trade_per_session,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-138.97
C,diversifier_only_13a_14a,max_one_trade_per_session,4,True,phase15a trend/power continuation,phase15a,501.0
C,prior_level_diversifiers_only,max_one_trade_per_session,4,True,phase10b overnight/prior-level branch,phase10b,6908.2
C,prior_level_diversifiers_only,max_one_trade_per_session,4,True,phase11a opening range fade,phase11a,-385.06
C,prior_level_diversifiers_only,max_one_trade_per_session,4,True,phase12a opening-drive pullback,phase12a,567.48
C,prior_level_diversifiers_only,max_one_trade_per_session,4,True,phase13a prior RTH high/low breakout,phase13a,-239.78
C,prior_level_diversifiers_only,max_one_trade_per_session,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-138.97
C,prior_level_diversifiers_only,max_one_trade_per_session,4,True,phase15a trend/power continuation,phase15a,501.0
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,4,True,phase11a opening range fade,phase11a,253.9
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,4,True,phase12a opening-drive pullback,phase12a,644.48
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,4,True,phase13a prior RTH high/low breakout,phase13a,712.54
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,4,True,phase15a trend/power continuation,phase15a,385.74
C,greedy_low_correlation_with_14a,max_one_trade_per_session,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
C,greedy_low_correlation_with_14a,max_one_trade_per_session,4,True,phase11a opening range fade,phase11a,-543.62
C,greedy_low_correlation_with_14a,max_one_trade_per_session,4,True,phase12a opening-drive pullback,phase12a,644.48
C,greedy_low_correlation_with_14a,max_one_trade_per_session,4,True,phase13a prior RTH high/low breakout,phase13a,109.02
C,greedy_low_correlation_with_14a,max_one_trade_per_session,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
C,greedy_low_correlation_with_14a,max_one_trade_per_session,4,True,phase15a trend/power continuation,phase15a,385.74
C,audit_b_best_reconstructed,one_trade_at_a_time_chronological,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
C,audit_b_best_reconstructed,one_trade_at_a_time_chronological,1,True,phase11a opening range fade,phase11a,-1858.8
C,audit_b_best_reconstructed,one_trade_at_a_time_chronological,1,True,phase12a opening-drive pullback,phase12a,314.53
